file_name,segment_index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
bongo-1.wav,0,-0.8956106892530105,-0.022753679120020742,-0.21282555129023034,-0.25733745403120845,-0.2760472485063521,-0.27165503840927807,-0.2872392893669696,-0.284324672217849,-0.28670853588810763,-0.282083714876181,-0.28196379492462437,-0.27057034194059504,-0.2642758197135144,-0.2667221728605729,-0.2717942625324299,-0.273958806050374,-0.26252626913182125,-0.2587592407697203,-0.2524644904200173,-0.2507772108655457,-0.24411522590902937,2.271352685660384,4.191393940410874,-0.24407202851432921,-0.24416108947947746
bongo-1.wav,1,-0.9101893255337016,0.01574728842940134,-0.20957424498981073,-0.26010825434243484,-0.28466179247428436,-0.2692671380332827,-0.28088094991719587,-0.28068933453596473,-0.29352522813536414,-0.28950082030101904,-0.2890469336339114,-0.27750992695413956,-0.27205863399052216,-0.2700127222853014,-0.26840685696335387,-0.27164752907779216,-0.2638177442719203,-0.26553484808480676,-0.25678023549214696,-0.25210180884710104,-0.24570770422914825,2.3388490352401576,4.147808044942048,-0.24561989521997038,-0.24576244129843391
bongo-1.wav,2,-0.9490092738025226,0.08149729277361735,-0.2006272861273491,-0.2548978807916243,-0.2839921856144077,-0.26149481160325,-0.2781515766388799,-0.2816501763897472,-0.3093346078465638,-0.3003081706035059,-0.2930705025343112,-0.2812822783167799,-0.28016297606202906,-0.27602469705854743,-0.2654425275616208,-0.2680129732564264,-0.26379783029149956,-0.27086461578391124,-0.2577060998010446,-0.25150386936201735,-0.24428610930389089,2.3459501327881696,4.132655981923437,-0.24414017667308444,-0.24434278206221066
bongo-1.wav,3,-1.0177720721243626,0.1846314948902,-0.1932825101727989,-0.24992319216079864,-0.28351135730221433,-0.26056619785282215,-0.28733441080718247,-0.28549256337889756,-0.31802136669153,-0.303801991634594,-0.30129998797153307,-0.2883888958159173,-0.2858544666762084,-0.287924545028684,-0.2789288480852951,-0.2765872252728762,-0.26417737379261325,-0.26987709902604184,-0.25812397334474185,-0.2568135858598242,-0.24218786180552854,2.4820186240567534,4.027417639559266,-0.2419570736912377,-0.24224116001051785
bongo-1.wav,4,-1.0777476264892005,0.2107661786077448,-0.1842033153545841,-0.25273597958251337,-0.2865521401320872,-0.2642795108324589,-0.29055755046578974,-0.2817850169349331,-0.3072952647400061,-0.3001669280461063,-0.3054593119529244,-0.2940261445349281,-0.2867325613980397,-0.2879415324656843,-0.2856929530005852,-0.2797925471184039,-0.26256849809041993,-0.2638999821349951,-0.2512752171400186,-0.2513031008144677,-0.2375053578670125,2.5399244975086344,3.9756628546404715,-0.23726957602120183,-0.23756341564049044
bongo-1.wav,5,-1.0215518923465752,0.09446895351428244,-0.18427020701054891,-0.25262542838914115,-0.2857799864527808,-0.2694423297298802,-0.282293560218187,-0.27742696165023945,-0.2922445123826671,-0.29171651349493377,-0.29522408559867713,-0.2869643837749215,-0.2771871292164191,-0.27603556430705084,-0.27922326385592183,-0.28083427083135726,-0.2688293260571826,-0.26099711884600335,-0.24694622019512982,-0.2451703747336062,-0.23861074633062787,2.424195334870101,4.071850318664501,-0.23847556282845359,-0.23866516879858113
bongo-1.wav,6,-0.9450702761904446,0.09560400173334421,-0.19975555305175105,-0.2547598777518213,-0.28942453112979827,-0.2679593392343589,-0.2834994102355025,-0.2777490567479421,-0.2988608812913021,-0.29302381560489243,-0.2942354609372376,-0.2873532870903517,-0.2779046715899072,-0.27927935578853086,-0.2776110732041008,-0.2808822198558531,-0.2732505780941904,-0.2695263370603461,-0.25405134224067355,-0.2509178925026288,-0.24434991598195224,2.381776068898269,4.110664502038165,-0.2441780911760316,-0.24440160591016163
bongo-1.wav,7,-0.9727844439818711,0.22309945114154867,-0.21079244796492994,-0.259444964112059,-0.29798685267259745,-0.25948633194977755,-0.2925601690661734,-0.2868528257868681,-0.3224406865043555,-0.3049231656651367,-0.2993337942929534,-0.29184421360726426,-0.2888948676868378,-0.2942326647148402,-0.28268739569193024,-0.28473633625171774,-0.27623260674255457,-0.2804579804022239,-0.26110626029305656,-0.2560431143499612,-0.2454266459008792,2.547484451449922,3.988291809018301,-0.2451289136512953,-0.2454790303204896
bongo-1.wav,8,-0.9510363833638247,0.1961817740241584,-0.2081297399399854,-0.25140856739420264,-0.2939336584865242,-0.2533556905139947,-0.2913954860253453,-0.2887711312175084,-0.32029362503665904,-0.30213628728360825,-0.2944437851115561,-0.28691140294116146,-0.29136932050900594,-0.2960136503612103,-0.28553396433553535,-0.2912464087824228,-0.27595595805998696,-0.27729013881799197,-0.26332118517468245,-0.2568413687655353,-0.24501550457634705,2.4781688714251198,4.039830012135366,-0.24471271326227137,-0.24506468762528333
bongo-1.wav,9,-1.054428926690781,0.21592639908080113,-0.1825405269130524,-0.24061503411244786,-0.2853435877423779,-0.25428520828205825,-0.2885165592049392,-0.2869907484841535,-0.3185386269087636,-0.303452113736563,-0.2951735537710673,-0.28684561589338325,-0.29057113555932435,-0.29133188069900245,-0.28493512978550734,-0.2901581557418435,-0.2717323013814292,-0.2723314453945617,-0.2604785560357596,-0.2535541989078248,-0.2395655818262914,2.525623174516323,3.9887379093142763,-0.2392808750011225,-0.23961772083914606
bongo-1.wav,10,-1.1147686196429591,0.22306876002997772,-0.16837595104304875,-0.2491536846199322,-0.28564062035936383,-0.25894050453657885,-0.28933921046773836,-0.28610510685401325,-0.3127806718423095,-0.2996146255436044,-0.2958251929259224,-0.29185021540633477,-0.28929962325501263,-0.2844741084877134,-0.28220281166507005,-0.2864358811652326,-0.27119565479266344,-0.27341728292843354,-0.25696073034136746,-0.24682442842443905,-0.2356692515841453,2.6023924852383993,3.9245471158561442,-0.2354097839095578,-0.23572440132908054
bongo-1.wav,11,-1.0740560828345103,0.22112469503236074,-0.17180175346109589,-0.25192693147491624,-0.28778395804532586,-0.26288083776433757,-0.28754319403419826,-0.2831622794240109,-0.31181452545061494,-0.3041939184783185,-0.30207147168111703,-0.29313858703397966,-0.29349648047067856,-0.28927797819547607,-0.2842030815278435,-0.29112190912613184,-0.27539983020528547,-0.2736958881247548,-0.2560927398659069,-0.2512710419323507,-0.23932245860814697,2.6225083868098564,3.919020086011968,-0.23902011679549764,-0.2393781033196881
bongo-1.wav,12,-1.0752829866416742,0.22624673389933025,-0.17318839607324837,-0.249326563537921,-0.2869248914332442,-0.263950998397971,-0.28686314543262725,-0.28218526380622505,-0.31451275987671606,-0.31013087268142975,-0.3037930147662093,-0.288284957076318,-0.28815040413108656,-0.28855875087517674,-0.28270542477749944,-0.28984206711092025,-0.2758321268793743,-0.2721887479945615,-0.2547912230511802,-0.251276318054575,-0.2397643316158883,2.5904646801960562,3.9401389518741827,-0.23947459573807803,-0.23982252601764462
bongo-1.wav,13,-1.0279288092666832,0.21464401564868935,-0.20393072894256004,-0.24807783919879667,-0.28085838571379623,-0.2613642426446553,-0.2924006390932094,-0.2867085344725854,-0.3199104412625922,-0.31109580880733656,-0.2958870127964682,-0.28480653688040025,-0.2823241468510878,-0.2840884810126776,-0.2841143023643984,-0.2936149124708366,-0.2784871952066619,-0.27164463871811645,-0.2565715325708474,-0.2545737233248593,-0.24208898484735372,2.5552101038220307,3.9745864477934387,-0.24181862239554608,-0.24214504842268866
bongo-1.wav,14,-0.9749045790721854,0.22973004225268848,-0.22193146630205754,-0.2440630245721264,-0.276649007933346,-0.2525307290909641,-0.28986536890211534,-0.2910823610493474,-0.33094575738221815,-0.3121668548022285,-0.29338879760086184,-0.2832168713166365,-0.2869016355527681,-0.2918113708184883,-0.2901518975543444,-0.29912837144137033,-0.2824862006271422,-0.2788047905550177,-0.2633888153261777,-0.26371445392855547,-0.24803799918370367,2.567122433226356,3.974106198284137,-0.2476969513664717,-0.24809136938505494
bongo-2.wav,0,-0.7463445384131846,-0.013947635062638946,-0.265418880857584,-0.2647814804728293,-0.2920014542624774,-0.279316985289659,-0.29859427216754153,-0.2909145920029938,-0.3017751135129113,-0.28415210541132807,-0.2878274247497896,-0.2796409605718983,-0.27653570816125633,-0.27289511208289047,-0.26583486748128216,-0.27606655665412455,-0.26889682404318194,-0.2712024772729894,-0.25851351917599363,-0.25698576592756517,-0.2541514170512205,2.3499936490841686,4.164073485641613,-0.2540654522216549,-0.2542039918787878
bongo-2.wav,1,-0.7089478860492919,0.07459572099615577,-0.32075863740207444,-0.2817029311142923,-0.3221426870828476,-0.2854228078665167,-0.3204379770337172,-0.29846105956464053,-0.31242033504396116,-0.2784462401018834,-0.28441517847403125,-0.27574318008110477,-0.2749966566687614,-0.2776588201744517,-0.27338279320943737,-0.29226388670499986,-0.27897316039964526,-0.2819564968048943,-0.25947321110488564,-0.25840106967068216,-0.25483584189946046,2.5196054841210587,4.056233028138202,-0.2546986941623137,-0.2548946826415229
bongo-2.wav,2,-0.7298748401759776,0.045515087478493886,-0.3031692971887661,-0.2798926256947816,-0.30763619054075747,-0.2793660989309644,-0.31026304597936044,-0.29461842205085,-0.30278295497000707,-0.2786479595352067,-0.2817573756540715,-0.2786040969051858,-0.2801014082762377,-0.2817059292125299,-0.2771970337255331,-0.28755133757446927,-0.27480735886360536,-0.2728313112558572,-0.2555649326173826,-0.2558184521780866,-0.25289063270027934,2.4352007137820095,4.1100848595552595,-0.2527766664478862,-0.25294269033796735
bongo-2.wav,3,-0.7277935030155976,-0.03747927924744417,-0.28053804202189975,-0.27209701447411894,-0.288755146706775,-0.26828119485432106,-0.28994622171309453,-0.28397100614879334,-0.29617264949728717,-0.283655737903857,-0.2820467283823871,-0.2748342214310942,-0.2736265073134005,-0.27586562002892523,-0.27441675470983634,-0.2790836859892466,-0.26904854104886883,-0.26885358276945515,-0.256646503214355,-0.2553241676911611,-0.25280349294964827,2.3006167364642054,4.196234784640616,-0.2527629546187959,-0.25284896537445817
bongo-2.wav,4,-0.7315698747267946,-0.08753726327358427,-0.24524616464337795,-0.26383762747892403,-0.276488344053792,-0.2641349616910277,-0.27711147274123904,-0.27823943985521227,-0.28917694734569216,-0.2832561687392094,-0.2791065562623721,-0.2710321507648762,-0.26898250944226143,-0.2726476630651973,-0.2713638868885449,-0.27099913250809504,-0.26453046572112193,-0.2655042139975696,-0.25963401457391005,-0.2562827589898356,-0.25271676131148485,2.1569719985998392,4.277883286084489,-0.25270019547992384,-0.252756711130281
bongo-2.wav,5,-0.6943838163697441,-0.10436908551677108,-0.24515957893742685,-0.2631452942513367,-0.2791056191436043,-0.2663300170917903,-0.2766646048087235,-0.27524115153874945,-0.2843459126073217,-0.2782124563566233,-0.27688286060451345,-0.27348626081992083,-0.2729820383751589,-0.2730609523743819,-0.2695957465183001,-0.26885459112591664,-0.2635085990008055,-0.2641484599362895,-0.25982243428386986,-0.25766623837096686,-0.253327612820082,2.089391619843319,4.317579526031101,-0.25331352705462507,-0.2533642879674978
bongo-2.wav,6,-0.7106482150947127,-0.0660135524033792,-0.27646392599105163,-0.2667062783734965,-0.2941095422152298,-0.2614900843928284,-0.284309578988174,-0.27530117308262614,-0.29200333836881787,-0.27773979988238245,-0.280788694280585,-0.2716398782380104,-0.27365460503552236,-0.27466200139219393,-0.27077871732994885,-0.27314309347705124,-0.26576463070432105,-0.2697953166899749,-0.2591611621349044,-0.26106956316546776,-0.2528893553343947,2.2179951759208256,4.245956002406105,-0.252886277776878,-0.2529323939749793
bongo-2.wav,7,-0.7293340855608352,-0.05766664702300384,-0.24617555481229048,-0.2667372378921283,-0.28199986662131304,-0.2650104467055638,-0.28096797390345646,-0.28035373423993903,-0.29421714540576976,-0.2881536942524877,-0.28820555278260374,-0.27914132726458957,-0.2769710187376075,-0.27632270754505944,-0.27152091610755136,-0.2747892009746289,-0.2692797208182475,-0.26898777424127296,-0.2597991487875194,-0.26089898200141415,-0.2543294886925798,2.258402163723506,4.221131819816855,-0.25428915759508475,-0.25438260157541476
bongo-2.wav,8,-0.7874254564436037,-0.006800319593087787,-0.23260763245989194,-0.2591055524709337,-0.2808946215166287,-0.26701249939567956,-0.2867773754544793,-0.2810801548621945,-0.2968709005113739,-0.2922163098838528,-0.2944906147429515,-0.2825499530312605,-0.2760555268009227,-0.2738006443235628,-0.27038206140689286,-0.2789817707367419,-0.26914142281403974,-0.2667710989530283,-0.2613446871551228,-0.2613842933827715,-0.2511076060676973,2.278477371587353,4.2005003981599796,-0.25101127361992154,-0.2511659941206939
bongo-2.wav,9,-0.8883937737325838,0.07839550854450515,-0.23557363584970353,-0.26974609157096124,-0.2986525568122465,-0.2754102282551225,-0.2994250205563636,-0.28391307499982393,-0.3020994633960276,-0.29065874790875995,-0.29304806980040526,-0.2789196475394717,-0.27168732808858204,-0.27506610903221895,-0.2762600269168955,-0.2842447338089151,-0.26710818939700226,-0.26405033090652635,-0.25885634519693335,-0.26123916384083135,-0.24625479139540182,2.46542665518196,4.06921389554217,-0.2461123197642208,-0.24631641049963887
bongo-2.wav,10,-0.9317328339539517,0.11949752580710835,-0.22595267563818308,-0.2726251142745628,-0.3006828339417027,-0.2787083350782748,-0.3010158995106311,-0.2820125134633289,-0.30139869611149417,-0.29203706479119784,-0.29352746486154346,-0.27943110491204987,-0.27390778657574455,-0.28135824359353756,-0.28051959510347096,-0.2797742726802576,-0.2613016586723375,-0.26278256640923303,-0.2536097736123845,-0.2582013600934775,-0.24426355767737798,2.463346321316556,4.060433769058913,-0.24410726200526991,-0.24432700322256543
